ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
41,WF1,2018-05-02 17:00:00,,,,,,,,,,,,,4.14,-11.516,293.0,3.998,-12.016,293.2,4.355,-11.36,293.0,4.402,-11.56,292.0,3.68,-11.94,292.8,3.785,-8.875,293.0,3.94,-8.766,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,-8.58,100.0,2.885,-8.5,61.16,2.72,-8.6,90.25,1.497,-7.83,100.0,3.939453125,-8.765625,292.5,,,,,,1.4970703125,-7.828125,100.0
42,WF1,2018-05-02 18:00:00,,,,,,,,,,,,,4.387,-11.93,292.5,3.883,-12.4,292.5,4.45,-12.21,292.2,4.996,-12.55,291.5,4.04,-12.57,292.0,3.596,-10.55,292.2,3.857,-9.414,292.0,3.148,-10.555,291.5,,,,,1.988,-10.72,2.44,-10.59,2.113,-11.35,2.988,-10.76,,,,2.818,-7.918,292.0,2.607,-7.77,292.0,2.594,-7.945,292.0,4.082,-11.055,291.0,3.959,-9.27,292.0,4.617,-11.13,291.0,4.684,-10.38,291.0,4.113,-9.69,291.2,3.912,-10.18,291.0,4.12,-9.625,291.0,2.508,-11.85,290.0,,,,,,,4.363,-7.684,100.0,2.762,-7.773,74.5,2.53,-8.4,75.4,1.288,-7.055,100.0,3.1484375,-10.5546875,291.5,2.98828125,-10.7578125,2.5078125,-11.8515625,290.0,1.2880859375,-7.0546875,100.0
43,WF1,2018-05-02 19:00:00,,,,,,,,,,,,,4.844,-13.33,292.0,4.445,-13.76,291.8,4.68,-13.95,291.8,5.17,-14.47,291.2,4.52,-14.164,291.5,4.047,-12.01,291.5,4.586,-10.18,291.2,3.785,-10.95,290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625,-7.05,100.0,3.479,-7.008,70.0,3.006,-8.695,99.44,2.4,-6.676,70.3,3.78515625,-10.953125,290.75,,,,,,2.400390625,-6.67578125,70.3125
44,WF1,2018-05-02 20:00:00,,,,,,,,,,,,,5.48,-14.92,291.5,5.406,-14.76,291.2,5.727,-15.18,291.2,5.484,-15.87,291.0,5.715,-15.195,291.2,4.094,-14.9,291.0,4.438,-12.18,290.5,3.69,-12.16,290.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,-7.074,100.0,3.758,-7.523,52.94,3.688,-8.52,100.0,3.008,-6.24,83.8,3.689453125,-12.15625,290.25,,,,,,3.0078125,-6.23828125,83.8125
45,WF1,2018-05-02 21:00:00,,,,,,,,,,,,,5.773,-15.32,291.2,6.574,-14.64,290.8,6.027,-15.55,291.0,5.324,-15.836,290.5,6.723,-15.02,290.8,5.168,-15.64,290.5,5.7,-14.914,290.2,4.617,-14.664,290.0,,,,,5.32,-12.27,5.17,-12.664,4.758,-11.44,4.77,-11.055,,,,,,,4.336,-10.11,290.0,4.754,-9.51,290.0,3.36,-12.92,290.0,3.834,-11.13,289.8,3.223,-13.17,289.2,3.07,-13.42,289.5,2.7,-11.28,290.0,4.605,-12.055,289.2,5.01,-12.35,288.8,4.73,-11.336,288.5,,,,,,,4.47,-7.734,100.0,5.117,-7.43,45.6,4.586,-8.12,99.7,4.098,-5.715,100.0,4.6171875,-14.6640625,290.0,4.76953125,-11.0546875,4.73046875,-11.3359375,288.5,4.09765625,-5.71484375,100.0
46,WF1,2018-05-02 22:00:00,,,,,,,,,,,,,5.39,-14.836,290.8,6.734,-14.555,290.2,5.203,-15.49,290.5,4.81,-15.31,290.2,6.29,-14.89,290.5,6.645,-13.76,290.0,6.66,-14.88,290.0,6.94,-13.984,289.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,-7.4,98.8,5.53,-8.15,20.75,4.793,-8.27,100.0,4.945,-5.8,100.0,6.94140625,-13.984375,289.75,,,,,,4.9453125,-5.80078125,100.0
47,WF1,2018-05-02 23:00:00,,,,,,,,,,,,,5.293,-14.59,290.2,6.16,-14.58,290.0,4.273,-15.25,290.2,4.45,-14.77,289.8,5.586,-14.94,290.0,7.02,-12.77,289.5,7.094,-13.65,289.5,8.74,-13.04,289.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.945,-6.953,97.8,5.76,-8.414,65.4,4.664,-8.625,84.6,5.195,-6.508,98.7,8.7421875,-13.0390625,289.5,,,,,,5.1953125,-6.5078125,98.6875
48,WF1,2018-05-03 00:00:00,5.402,-14.75,289.8,5.945,-14.63,289.5,3.63,-15.18,289.8,3.895,-14.73,289.5,4.754,-15.09,289.8,6.418,-13.32,289.0,6.625,-13.12,289.0,7.664,-14.95,289.2,6.66,-15.516,289.0,,,,,,,,,,6.535,-12.34,6.23,-12.16,6.27,-11.36,5.684,-11.07,7.535,-9.87,,,3.543,-12.84,289.0,3.002,-11.54,288.8,3.664,-12.29,288.2,4.195,-12.62,288.5,4.117,-12.42,288.5,4.68,-13.5,288.2,6.344,-12.54,287.5,6.035,-11.88,287.5,6.477,-12.75,287.5,,,,,,,,,,5.066,-7.156,100.0,5.355,-7.867,100.0,4.074,-9.17,68.2,5.23,-6.664,100.0,5.25,-6.227,0.5815,,,,6.66015625,-15.515625,289.0,7.53515625,-9.8671875,6.4765625,-12.75,287.5,5.25,-6.2265625,0.58154296875
49,WF1,2018-05-03 01:00:00,4.844,-15.41,289.5,5.86,-15.4,289.2,3.336,-14.98,289.5,3.312,-15.11,289.0,3.889,-15.414,289.2,5.875,-14.66,288.8,5.527,-14.28,289.0,7.043,-16.6,289.0,6.613,-15.94,288.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,-8.68,100.0,4.164,-9.5,68.75,4.953,-7.086,68.6,5.047,-6.094,-1.25e-05,,,,6.61328125,-15.9375,288.75,,,,,,5.046875,-6.09375,-1.2516975402832031e-05
50,WF1,2018-05-03 02:00:00,4.406,-16.08,289.0,5.895,-15.98,289.0,3.002,-15.1,289.2,2.404,-15.766,288.8,3.25,-16.19,289.0,5.332,-15.37,288.5,5.66,-13.89,288.8,6.816,-17.08,288.8,6.65,-16.17,288.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.797,-8.664,99.7,4.45,-9.234,97.7,4.285,-7.2,0.2242,4.8,-5.973,-1.25e-05,,,,6.6484375,-16.171875,288.5,,,,,,4.80078125,-5.97265625,-1.2516975402832031e-05
51,WF1,2018-05-03 03:00:00,4.42,-16.53,288.8,6.344,-16.31,288.5,2.852,-15.49,288.8,2.125,-16.67,288.5,2.967,-16.83,288.5,4.863,-15.984,288.2,5.516,-14.32,288.8,6.31,-16.47,288.5,6.004,-16.3,288.2,,,,,,,,,,5.516,-14.19,4.965,-13.4,5.89,-13.22,5.406,-13.79,4.85,-12.65,,,3.592,-12.34,287.0,3.883,-12.29,287.0,3.453,-11.86,286.8,2.746,-12.43,286.8,3.8,-13.375,287.2,4.73,-14.41,286.5,5.332,-14.47,286.0,4.633,-13.4,286.0,4.996,-14.64,286.2,,,,,,,,,,,,,5.145,-8.41,94.2,4.668,-8.92,100.0,4.297,-7.85,-1.61e-05,4.45,-6.49,-1.25e-05,,,,6.00390625,-16.296875,288.25,4.8515625,-12.6484375,4.99609375,-14.640625,286.25,4.44921875,-6.48828125,-1.2516975402832031e-05
52,WF1,2018-05-03 04:00:00,5.074,-16.98,288.5,6.758,-16.89,288.2,2.742,-16.28,288.5,2.523,-16.89,288.0,3.174,-17.5,288.0,4.42,-16.33,288.0,5.113,-15.484,288.5,5.297,-16.36,288.2,4.68,-16.98,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,-8.56,82.94,4.863,-9.664,100.0,4.297,-8.695,-1.61e-05,4.37,-7.6,-1.25e-05,,,,4.6796875,-16.984375,288.0,,,,,,4.37109375,-7.6015625,-1.2516975402832031e-05
53,WF1,2018-05-03 05:00:00,5.89,-17.98,288.2,6.844,-17.22,288.0,3.023,-17.23,288.2,2.996,-16.89,287.8,3.506,-17.4,287.8,4.01,-16.72,288.0,4.74,-16.03,288.2,4.164,-16.97,287.8,3.273,-17.58,287.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.836,-9.57,5.93,4.863,-10.54,100.0,4.293,-8.99,-1.61e-05,3.889,-8.625,-1.25e-05,,,,3.2734375,-17.578125,287.75,,,,,,3.888671875,-8.625,-1.2516975402832031e-05
54,WF1,2018-05-03 06:00:00,6.113,-18.89,288.0,7.164,-17.58,288.0,3.426,-17.66,288.2,3.637,-17.64,287.5,3.744,-17.14,287.8,3.91,-16.98,288.0,3.934,-16.45,288.2,3.09,-17.17,287.8,2.264,-17.39,287.5,2.86,-17.11,287.5,,,,,,,5.59,-14.81,4.043,-13.72,5.7,-13.516,4.92,-12.805,3.62,-13.89,,,4.684,-13.48,286.0,3.791,-12.81,286.0,3.498,-12.71,286.0,3.404,-13.36,287.0,3.672,-14.55,287.0,4.668,-15.31,286.0,2.87,-15.5,286.0,2.46,-13.17,286.0,2.727,-14.125,286.0,2.584,-13.6,286.0,,,,,,,,,,4.676,-10.836,54.6,4.66,-11.62,98.8,4.223,-9.93,-1.61e-05,3.1,-9.88,0.0351,,,,2.859375,-17.109375,287.5,3.619140625,-13.890625,2.583984375,-13.6015625,286.0,3.099609375,-9.8828125,0.03509521484375
55,WF1,2018-05-03 07:00:00,5.875,-18.88,288.0,7.266,-18.1,288.2,3.57,-17.77,288.2,3.57,-18.4,288.0,3.81,-17.31,288.0,3.621,-16.95,288.2,2.94,-16.84,288.5,1.898,-17.02,288.2,1.516,-16.19,287.8,2.053,-15.99,287.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.285,-12.23,10.4,4.406,-12.445,100.0,3.592,-11.17,-1.61e-05,2.557,-10.73,-1.25e-05,,,,2.052734375,-15.9921875,287.75,,,,,,2.556640625,-10.7265625,-1.2516975402832031e-05
56,WF1,2018-05-03 08:00:00,6.01,-18.62,288.8,7.453,-18.3,288.8,3.486,-17.73,289.0,3.26,-18.16,288.8,4.188,-17.14,288.8,3.566,-16.25,288.8,1.91,-16.39,289.2,1.004,-16.34,289.2,0.873,-15.01,288.5,1.499,-15.086,288.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,-13.016,20.25,4.383,-13.09,1.275,3.244,-11.84,-1.61e-05,1.746,-11.04,11.266,,,,1.4990234375,-15.0859375,288.5,,,,,,1.74609375,-11.0390625,11.265625
57,WF1,2018-05-03 09:00:00,5.73,-18.48,289.5,7.652,-18.61,289.5,3.38,-17.17,289.8,3.0,-17.64,289.8,4.285,-16.55,289.8,3.307,-15.414,289.0,1.227,-15.63,290.2,0.8564,-15.39,290.5,1.679,-13.875,289.8,1.911,-14.72,289.5,,,,,,,3.602,-14.2,2.94,-13.76,3.594,-14.37,2.201,-12.84,2.105,-13.8,,,3.354,-12.94,289.0,3.531,-13.625,289.0,2.969,-12.18,289.0,3.424,-12.01,289.0,3.508,-12.125,289.0,3.34,-13.74,289.0,2.215,-12.59,289.0,1.585,-11.055,289.0,2.148,-11.58,289.0,1.346,-11.1,289.0,,,,,,,,,,3.99,-13.21,0.4685,4.137,-13.625,16.08,2.809,-12.055,-1.61e-05,1.454,-10.96,5.195,,,,1.9111328125,-14.71875,289.5,2.10546875,-13.796875,1.345703125,-11.1015625,289.0,1.4541015625,-10.9609375,5.1953125
58,WF1,2018-05-03 10:00:00,5.375,-18.23,290.8,6.996,-18.83,290.2,3.137,-16.69,290.2,3.049,-16.7,290.8,4.246,-16.12,291.0,3.752,-14.76,289.5,0.9956,-15.1,291.5,1.459,-14.97,291.8,1.799,-13.38,290.8,1.645,-14.25,290.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.559,-13.41,12.81,3.719,-13.914,13.555,2.787,-11.95,-1.61e-05,1.244,-11.06,0.2075,,,,1.64453125,-14.25,290.5,,,,,,1.244140625,-11.0625,0.20751953125
59,WF1,2018-05-03 11:00:00,5.594,-17.48,291.2,6.78,-18.66,291.0,3.445,-16.69,291.2,3.324,-16.14,291.5,4.77,-15.82,292.0,4.203,-14.06,291.2,2.201,-14.664,292.2,2.262,-14.914,292.8,2.398,-13.41,291.8,2.246,-14.086,291.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,-13.63,100.0,4.008,-13.81,-1.2e-05,2.562,-12.44,-1.61e-05,1.417,-10.86,-1.25e-05,,,,2.24609375,-14.0859375,291.5,,,,,,1.4169921875,-10.859375,-1.2516975402832031e-05
60,WF1,2018-05-03 12:00:00,5.566,-16.39,292.0,6.98,-18.22,291.5,3.896,-16.55,292.2,4.098,-15.78,292.2,5.59,-15.84,292.5,5.13,-14.07,292.2,3.016,-14.14,293.0,3.396,-15.46,293.5,3.49,-14.14,292.5,3.27,-14.16,292.8,1.826,-10.086,292.8,,,,3.682,-13.8,3.824,-14.984,3.861,-14.195,2.627,-13.09,2.879,-12.69,1.781,-11.18,4.188,-12.984,292.0,4.445,-13.75,292.0,4.17,-11.49,292.0,4.34,-12.33,292.0,4.6,-11.8,292.0,4.152,-12.83,291.0,3.389,-12.01,291.0,3.36,-11.445,292.0,3.625,-11.13,292.0,2.832,-10.06,293.0,2.633,-9.41,292.0,,,,,,,4.105,-13.56,100.0,4.28,-13.78,0.4197,2.953,-12.38,24.83,1.672,-11.58,6.168,1.515,-11.55,53.06,1.826171875,-10.0859375,292.75,1.78125,-11.1796875,2.6328125,-9.40625,292.0,1.5146484375,-11.546875,53.0625
61,WF1,2018-05-03 13:00:00,,,,7.004,-17.78,292.0,4.707,-15.97,293.0,4.88,-15.76,292.8,5.723,-16.11,293.0,5.39,-14.95,293.0,4.008,-14.586,293.5,3.768,-15.87,294.0,4.004,-14.98,293.2,3.79,-14.9,293.5,2.94,-11.74,293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,-13.76,1.3,3.123,-12.63,99.7,1.631,-12.125,100.0,1.59,-12.16,100.0,2.939453125,-11.7421875,293.5,,,,,,1.58984375,-12.15625,100.0
62,WF1,2018-05-03 14:00:00,,,,7.195,-17.83,292.5,5.926,-16.45,293.2,5.45,-15.85,292.5,6.152,-16.47,293.0,5.387,-15.555,293.2,4.508,-15.31,293.5,4.84,-15.85,294.0,4.688,-15.16,293.5,4.562,-15.195,294.0,3.531,-12.58,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.996,-13.74,6.69,3.652,-12.69,100.0,1.708,-12.19,100.0,1.805,-13.05,100.0,3.53125,-12.578125,294.0,,,,,,1.8046875,-13.046875,100.0
63,WF1,2018-05-03 15:00:00,,,,6.848,-18.14,292.8,6.555,-17.52,293.2,5.78,-16.03,292.5,6.64,-17.0,292.5,5.934,-16.58,292.5,4.766,-15.57,293.2,5.758,-16.52,293.5,5.117,-15.484,293.8,4.86,-15.54,294.0,4.2,-13.97,294.0,,,,,,2.682,-14.38,4.574,-15.766,3.863,-14.93,3.818,-14.36,3.93,-15.08,,,,5.402,-14.4,293.0,5.344,-12.766,292.0,4.47,-12.52,292.0,5.46,-12.766,293.0,6.008,-13.195,292.0,4.066,-12.96,292.0,2.16,-12.445,292.0,2.977,-11.99,291.0,2.895,-11.7,293.0,3.666,-12.06,292.0,,,,,,,,,,5.902,-13.29,21.84,4.38,-12.92,100.0,3.139,-11.75,100.0,2.346,-11.81,100.0,4.19921875,-13.96875,294.0,3.9296875,-15.078125,3.666015625,-12.0625,292.0,2.345703125,-11.8125,100.0
64,WF1,2018-05-03 16:00:00,,,,6.902,-18.44,292.2,6.82,-18.17,292.8,5.28,-16.55,292.2,6.223,-17.64,292.0,6.535,-17.03,292.0,4.562,-15.73,292.8,6.07,-17.08,293.0,4.957,-15.69,293.0,5.45,-15.8,293.2,4.973,-16.06,292.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633,-13.38,84.8,4.266,-12.914,48.38,3.227,-11.93,100.0,3.178,-11.46,100.0,4.97265625,-16.0625,292.75,,,,,,3.177734375,-11.4609375,100.0
65,WF1,2018-05-03 17:00:00,,,,6.844,-18.97,291.8,5.977,-17.88,292.2,3.604,-17.08,291.5,4.727,-17.62,291.0,6.188,-17.5,291.5,4.38,-16.25,291.5,5.11,-17.31,292.0,5.31,-16.27,291.8,5.82,-17.22,291.8,5.996,-17.72,291.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,-12.484,99.8,4.457,-11.97,100.0,3.043,-11.69,100.0,3.273,-10.88,100.0,5.99609375,-17.71875,291.5,,,,,,3.2734375,-10.8828125,100.0
66,WF1,2018-05-03 18:00:00,,,,6.895,-18.8,291.0,3.707,-17.02,291.5,1.43,-16.64,291.0,4.062,-17.84,289.2,5.105,-16.67,291.2,4.33,-16.75,290.5,3.926,-17.02,290.0,6.34,-17.5,290.5,5.848,-17.92,290.8,5.887,-17.61,291.0,3.135,-15.09,289.8,,,3.316,-14.16,4.207,-16.05,3.645,-14.9,2.96,-14.22,3.46,-16.06,,,,4.207,-14.086,290.0,3.2,-12.51,291.0,2.68,-12.16,290.0,4.68,-14.28,291.0,4.53,-15.31,290.0,3.521,-13.49,290.0,2.955,-11.95,289.0,2.607,-11.61,289.0,3.936,-12.01,290.0,3.893,-12.63,290.0,2.553,-12.82,289.0,,,,,,,5.066,-11.94,100.0,3.867,-11.68,100.0,2.232,-10.74,100.0,3.168,-10.93,100.0,3.134765625,-15.09375,289.75,3.4609375,-16.0625,2.552734375,-12.8203125,289.0,3.16796875,-10.9296875,100.0
67,WF1,2018-05-03 19:00:00,,,,,,,2.787,-15.58,291.5,1.679,-16.78,290.8,2.53,-18.16,288.8,4.17,-16.02,290.8,4.074,-16.44,290.5,4.06,-17.14,289.0,6.54,-17.22,290.0,5.676,-17.23,290.2,5.81,-17.78,290.8,3.398,-15.08,289.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.062,-11.25,54.97,3.047,-10.55,95.5,0.6016,-8.53,100.0,3.63,-9.1,100.0,3.3984375,-15.078125,289.5,,,,,,3.630859375,-9.1015625,100.0
68,WF1,2018-05-03 20:00:00,,,,,,,3.777,-16.52,291.2,2.324,-16.7,290.2,2.469,-17.95,289.0,4.336,-17.4,290.5,3.617,-16.0,290.8,3.816,-16.55,289.2,6.35,-15.84,290.0,4.51,-17.22,290.0,4.54,-17.75,290.5,3.086,-14.91,289.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,-10.84,21.3,2.492,-9.77,88.94,2.992,-8.02,100.0,3.652,-9.27,100.0,3.0859375,-14.90625,289.25,,,,,,3.65234375,-9.2734375,100.0
69,WF1,2018-05-03 21:00:00,,,,,,,3.809,-17.19,290.8,2.143,-17.97,290.5,2.615,-16.73,289.2,2.508,-17.02,290.5,4.688,-15.95,290.5,4.11,-16.47,289.0,5.69,-14.92,290.0,3.2,-16.47,289.8,2.908,-16.62,290.2,2.686,-14.39,289.2,,,3.36,-14.33,4.2,-12.87,3.652,-11.98,4.215,-12.914,2.586,-13.125,,,,,,,3.305,-11.92,290.0,3.07,-10.48,289.0,4.035,-11.77,289.0,3.314,-11.65,289.0,3.1,-11.99,288.0,2.117,-10.91,289.0,2.527,-10.4,288.0,2.695,-11.49,289.0,2.629,-12.54,289.0,2.479,-12.12,288.5,,,,,,,4.71,-10.35,89.8,2.604,-9.86,100.0,3.08,-8.74,100.0,2.799,-9.17,100.0,2.685546875,-14.390625,289.25,2.5859375,-13.125,2.478515625,-12.1171875,288.5,2.798828125,-9.171875,100.0
70,WF1,2018-05-03 22:00:00,,,,,,,3.885,-16.89,290.5,2.74,-17.67,290.5,2.924,-16.22,289.2,3.459,-16.23,290.2,4.34,-14.92,290.5,3.193,-16.12,288.8,4.766,-14.42,290.0,3.143,-15.375,289.8,2.35,-15.2,290.0,2.756,-14.35,289.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.705,-9.74,86.7,1.593,-9.95,98.5,2.715,-8.37,100.0,2.469,-8.79,100.0,2.755859375,-14.3515625,289.25,,,,,,2.46875,-8.7890625,100.0
71,WF1,2018-05-03 23:00:00,,,,,,,4.223,-15.74,290.2,2.174,-17.0,290.2,2.227,-15.414,289.2,2.908,-16.02,290.5,4.207,-14.234,290.5,2.576,-15.41,289.0,3.35,-13.81,290.0,1.913,-14.19,289.5,2.586,-14.98,289.8,3.21,-14.695,289.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.172,-9.48,73.9,2.404,-10.08,100.0,2.096,-9.59,92.4,2.56,-8.516,72.9,3.2109375,-14.6953125,289.25,,,,,,2.560546875,-8.515625,72.875
72,WF1,2018-05-04 00:00:00,1.633,-13.84,289.5,3.26,-14.67,290.2,3.676,-13.28,290.2,1.923,-15.9,289.0,2.652,-13.28,290.0,1.892,-13.31,289.5,2.092,-15.625,289.5,3.77,-14.68,289.2,3.824,-14.664,289.0,,,,,,,,,,3.584,-11.59,3.848,-11.1,3.059,-11.9,2.05,-11.3,4.496,-11.81,,,2.488,-10.914,288.2,2.105,-11.09,288.0,2.182,-9.57,288.2,0.434,-8.62,288.5,1.435,-9.1,288.5,2.746,-9.54,288.5,2.223,-10.77,288.5,0.4785,-10.69,288.0,2.465,-11.69,288.2,,,,,,,,,,3.656,-9.266,82.7,2.924,-10.91,100.0,2.41,-9.555,99.94,2.012,-8.84,100.0,2.55,-9.66,100.0,,,,3.82421875,-14.6640625,289.0,4.49609375,-11.8125,2.46484375,-11.6875,288.25,2.55078125,-9.65625,100.0
73,WF1,2018-05-04 01:00:00,2.41,-13.09,289.5,3.078,-12.86,290.2,4.12,-13.195,290.2,0.3796,-15.33,289.2,2.924,-13.21,289.8,2.637,-13.13,289.2,2.963,-15.23,289.5,3.531,-14.08,289.2,3.215,-14.62,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.672,-9.38,100.0,2.541,-9.1,87.7,2.088,-8.39,96.9,2.713,-9.54,81.0,,,,3.21484375,-14.6171875,289.0,,,,,,2.712890625,-9.5390625,81.0
74,WF1,2018-05-04 02:00:00,2.67,-12.09,289.2,3.18,-11.65,290.0,3.723,-12.125,290.2,2.035,-14.58,288.8,2.715,-13.11,289.8,2.973,-13.516,289.2,3.637,-14.484,289.2,3.283,-12.766,289.2,3.22,-13.53,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.262,-9.03,78.9,2.256,-8.555,78.5,1.542,-8.17,83.0,2.926,-9.05,74.4,,,,3.220703125,-13.53125,289.0,,,,,,2.92578125,-9.046875,74.375
75,WF1,2018-05-04 03:00:00,3.11,-12.86,289.2,3.371,-11.12,290.0,3.264,-11.25,290.0,3.76,-14.09,288.5,2.785,-11.664,289.5,3.486,-13.31,289.2,3.932,-13.66,289.2,3.46,-12.664,289.2,2.451,-12.78,289.0,,,,,,,,,,2.994,-10.54,2.969,-10.05,2.635,-10.81,2.855,-9.91,4.316,-11.016,,,3.176,-8.734,287.8,2.543,-9.49,287.5,1.803,-7.973,287.5,1.198,-9.33,288.0,1.486,-8.63,288.0,1.624,-9.13,288.0,0.745,-8.74,288.0,2.574,-9.914,287.0,2.383,-9.4,287.5,,,,,,,,,,,,,3.006,-8.33,100.0,1.57,-7.85,99.94,2.537,-9.46,100.0,2.86,-8.68,100.0,,,,2.451171875,-12.78125,289.0,4.31640625,-11.015625,2.3828125,-9.3984375,287.5,2.859375,-8.6796875,100.0
